id,corridor_id,source_code,source_name,source_region,source_income,source_lending,source_G8G20,destination_code,destination_name,destination_region,destination_income,destination_lending,destination_G8G20,payment instrument,access point,speed actual,receiving network coverage,pickup method,date,cc1 lcu amount,cc1 denomination amount,cc1 lcu code,cc1 lcu fee,cc1 lcu fx rate,cc1 fx margin,cc1 total cost %,cc2 lcu amount,cc2 denomination amount,cc2 lcu code,cc2 lcu fee,cc2 lcu fx rate,cc2 fx margin,cc2 total cost %,inter lcu bank fx,transparent,Standard Note,note2,regulatory_risk_score,fx_volatility,aml_risk_index,correspondent_network_depth,transfer_time_estimate_days,composite_cost_score,political_stability_index,regulatory_quality_score,rule_of_law_index,government_effectiveness,financial_system_development,banking_sector_stability,payment_system_efficiency,aml_effectiveness_score,tax_transparency_score,reporting_requirements_index,currency_convertibility_score,capital_mobility_index,treaty_network_density,financial_sanctions_risk,dispute_resolution_mechanism,bilateral_tax_treaty_strength,double_taxation_avoidance,information_exchange_agreement,jurisdictional_hops_count,regulatory_domain_changes,currency_conversions_count,withholding_tax_rate,financial_transaction_tax,compliance_documentation_cost,settlement_risk_index
34,KEN-USA,KEN,Kenya,Sub-Saharan Africa,Low income,Low,No,USA,United States,North America,High income,High,G8G20,Bank Transfer,Online Portal,1-2 days,High,Home Delivery,2023-02-28,1400,88.68,ZAR,10.57,7.9954,0.0072,0.0147,1347,36.28,AUD,11.83,43.0388,0.0048,0.0136,0.0093,Opaque,Standard corridor - no special restrictions,,0.356,0.085,0.917,4,0,0.2688,0.3811667002065778,0.2914820049874709,0.4266310950532848,0.1806175925277248,0.4420704241623219,0.2846780560285052,0.3617796670637409,0.3556878405579696,0.2467503961659257,0.3038533346924209,0.5907551371057328,0.3507729756572221,0.450283053447817,0.6855648225589142,0.4635765013498339,0.522988234478948,1,1,2,0,1,0.035,0.0132,46.42,0.5230746885252919
35,USA-ESP,USA,United States,North America,High income,High,G8G20,ESP,Spain,Europe,High income,High,G8G20,Mobile Wallet,Correspondent Bank,3-7 days,High,Agent,2024-06-30,1653,25.59,GBP,15.43,63.7279,0.0073,0.0166,1632,41.83,NGN,14.19,52.7425,0.0082,0.0169,0.0053,Transparent,High AML checks required,,0.478,0.04,0.405,6,2,0.1934,0.4534026599847253,0.7043725693435429,0.8192486552616648,0.7556345536748409,0.8945375048045571,0.7575217775941014,0.8503907744967479,0.7313187317529505,0.8901338473991769,0.7805305011961455,0.9105123194490242,0.770574764065304,0.6914872531113008,0.2019069825383544,0.8473342570853957,0.6994818623015684,1,1,2,1,2,0.221,0.0064,130.39,0.34870538945238266
36,IRL-UKR,IRL,Ireland,Europe,High income,High,No,UKR,Ukraine,Europe & Central Asia,Lower middle income,Low,No,Bank Transfer,Agent Network,Instant,Medium,Branch,2024-09-23,3924,435.02,CNY,57.18,20.9888,0.0023,0.0169,3833,125.7,PHP,32.25,10.6199,0.0055,0.0139,0.0115,Transparent,Requires documentation for large amounts,,0.487,0.102,0.518,7,2,0.2164,0.7847729828275696,1.0,0.8545349644118031,0.7408771761398592,0.9941456706596734,0.7810309552374138,0.5954250557786576,0.6290296426899116,0.5255049694768973,0.707818381915043,0.8722102055027462,1.0,0.7892312848516995,0.1762920634570637,0.8995286697420187,0.4846637629190538,1,1,3,1,1,0.146,0.0153,133.34,0.10349876200347732
37,SAU-EGY,SAU,Saudi Arabia,Middle East & North Africa,High income,High,G8G20,EGY,Egypt,Middle East & North Africa,Lower middle income,Low,No,Bank Transfer,Correspondent Bank,Instant,Medium,ATM,2024-09-02,1923,40.78,GBP,14.26,63.4896,0.0048,0.0122,1881,64.06,ZAR,19.26,55.08,0.0005,0.0107,0.0166,Opaque,Prefer local bank transfer where possible,,0.354,0.074,0.635,6,1,0.2092,0.5782737469730279,0.6925038232664361,0.3725696505064191,0.7172504851848316,0.6906195688993297,0.5801654503319038,0.7159338239327542,0.8224831429365276,0.5718239506070195,0.5797864703560404,0.6148766920551707,0.5180186756642251,0.6496402979853095,0.452730059109064,0.6085879484663271,0.4926811063881861,0,1,4,1,3,0.032,0.0041,11.52,0.4750636314005707
38,RUS-IDN,RUS,Russia,Europe & Central Asia,Upper middle income,Medium,G8G20,IDN,Indonesia,East Asia & Pacific,Lower middle income,Medium,G8G20,Bank Transfer,Online Portal,Instant,Very High,Branch,2022-11-18,1494,74.5,EUR,13.23,24.5905,0.0079,0.0168,1445,20.13,USD,16.18,35.1785,0.007,0.0182,0.0127,Transparent,Prefer local bank transfer where possible,,0.587,0.077,0.449,2,1,0.2247,0.607477579089567,0.6400394526344338,0.6745047933109479,0.5187980321374305,0.6176150077647955,0.5125483541061231,0.5866848087908666,0.5952760591653823,0.6408386339974422,0.439340161098685,0.7743527104126793,0.7826765430565942,0.5996121883868442,0.124784502493032,0.5071452961075713,0.40064143560263,0,1,3,0,1,0.115,0.018,29.37,0.21483958513442694
39,IDN-PHL,IDN,Indonesia,East Asia & Pacific,Lower middle income,Medium,G8G20,PHL,Philippines,East Asia & Pacific,Lower middle income,Medium,No,Bank Transfer,Mobile App,1-2 days,Low,Mobile Wallet,2023-07-22,2699,36.28,KES,19.07,47.5465,0.0017,0.0088,2772,180.35,AUD,36.52,27.8509,0.0137,0.0269,0.0092,Opaque,Standard corridor - no special restrictions,,0.531,0.061,0.426,7,2,0.2092,0.1365535701314865,0.5795253173787019,0.4285238787624869,0.3733298394907454,0.4835962351583784,0.2949413143241948,0.7334902375540191,0.3655065418370273,0.3631273753525871,0.437091994867843,0.5277211078084055,0.4468660829134957,0.2551430653465625,0.4934237971436805,0.625842939577004,0.5114504055385973,0,1,1,2,2,0.211,0.0105,22.03,0.4906176741321884
40,ZAF-ESP,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,Medium,G8G20,ESP,Spain,Europe,High income,High,G8G20,Cash Pickup,Online Portal,1-2 days,Medium,Agent,2021-12-27,3423,268.01,INR,97.05,4.8791,0.0019,0.0303,3367,301.0,USD,84.26,22.0171,0.0085,0.0335,0.0177,Opaque,Correspondent path uses two intermediaries,,0.466,0.048,1.0,8,2,0.3251,0.5411823951967276,0.3386541188282577,0.2312474215689702,0.3649055695880422,0.4566869894746433,0.5613029822165139,0.2369042444342216,0.5335460383352736,0.3310390521705212,0.2987742716063096,0.3485474749687798,0.2214171993761076,0.4487804700754297,0.5412018439373916,0.2452046920310735,0.194590547352366,0,1,1,2,3,0.224,0.0023,31.06,0.6736233483042948
41,VNM-NGA,VNM,Vietnam,East Asia & Pacific,Lower middle income,Medium,No,NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Low,No,Remittance Service,Bank Branch,2-5 days,Very High,Mobile Wallet,2024-06-08,2869,43.12,PHP,26.94,82.0448,0.0119,0.0213,2995,200.9,PHP,25.71,6.1189,0.0149,0.0235,0.0211,Transparent,Requires documentation for large amounts,,0.582,0.073,0.293,7,1,0.1974,0.3097058360851846,0.6002825830347271,0.3188490378363674,0.1996228456258272,0.4205108323096866,0.3972731716302795,0.1163736028470113,0.3434846160178625,0.3222878563749586,0.4335447637776102,0.6918747313934414,0.5551878035457308,0.3177333571334203,0.6827831090490004,0.7088031763899831,0.3571062120817386,1,0,1,2,3,0.066,0.008,145.68,0.7386159895994493
42,RUS-UKR,RUS,Russia,Europe & Central Asia,Upper middle income,Medium,G8G20,UKR,Ukraine,Europe & Central Asia,Lower middle income,Low,No,Bank Transfer,Online Portal,2-5 days,High,Agent,2022-07-17,2895,213.51,CNY,33.67,44.699,0.0152,0.0268,2854,40.63,PHP,45.11,37.6069,0.0096,0.0254,0.0053,Transparent,Correspondent path uses two intermediaries,,0.265,0.102,0.248,8,2,0.1287,0.5516715150295536,0.5971049895467997,0.5737701712921426,0.562676750569127,0.5811605591743717,0.5643769270511529,0.6360696075740802,0.4847890274639482,0.4644585060787403,0.5627716273230277,0.6394027339094974,0.8004791586299227,0.2318836229928386,0.2190191777693045,0.7495302230997156,0.3011931721110221,0,1,3,0,3,0.178,0.0041,84.99,0.47056419374279645
43,ESP-PHL,ESP,Spain,Europe,High income,High,G8G20,PHL,Philippines,East Asia & Pacific,Lower middle income,Medium,No,Bank Transfer,Agent Network,1-2 days,High,Agent,2024-12-17,2349,75.73,EUR,21.95,46.4302,0.0112,0.0205,2259,30.03,EUR,31.81,53.5413,0.0068,0.0209,0.0072,Transparent,Correspondent path uses two intermediaries,,0.426,0.107,0.574,4,5,0.2207,0.7088774887103582,0.7554270960805051,0.5810985966338614,0.686661997489095,0.7167308985441005,1.0,0.9522814071776952,0.9025866113992992,0.8366006476851882,0.6145137874539325,0.8070575680464271,0.8787249473473502,0.6033446629329666,0.0644401883793134,0.7711609522210239,0.7050215030940483,1,1,3,2,3,0.025,0.004,72.88,0.23612220611341114
44,AUS-SGP,AUS,Australia,Oceania,High income,High,G8G20,SGP,Singapore,East Asia & Pacific,High income,High,No,Mobile Wallet,Online Portal,Same day,Very High,ATM,2025-04-17,1931,153.76,ZAR,12.99,63.3635,0.0059,0.0126,1841,40.19,AUD,23.78,29.4059,0.014,0.0269,0.019,Opaque,Standard corridor - no special restrictions,,0.283,0.057,0.601,7,3,0.1966,0.835315196184419,0.8533115973783248,0.7066840601017104,0.9191195764037098,0.7202724006880123,0.9039122728333115,0.911172150956206,0.7128544272823212,0.7891359626690542,0.5998663708337637,0.9808832423048282,0.7978117436268414,0.6872732375377153,0.0241188928995732,0.715478757134869,0.5809846444363729,1,1,3,0,1,0.008,0.0101,147.75,0.21386755652928535
45,IND-JPN,IND,India,South Asia,Lower middle income,High,No,JPN,Japan,East Asia & Pacific,High income,High,G8G20,Bank Transfer,Online Portal,3-7 days,Very High,ATM,2024-05-20,3625,65.12,ZAR,50.99,46.3602,0.0061,0.0202,3510,48.27,PHP,21.14,49.7966,0.0067,0.0127,0.0063,Opaque,Prefer local bank transfer where possible,,0.377,0.149,0.663,4,5,0.2245,0.1632044991771315,0.4727211941614767,0.196348477700446,0.5905753018381238,0.2001684710539533,0.6335747641948046,0.4653220960643142,0.3383944265755529,0.284609709582926,0.3978963337222485,0.4654838357090182,0.5523962258419826,0.3637073178394447,0.5319637886245747,0.3563665345343372,0.3431665251534719,0,0,1,1,2,0.14,0.0134,85.76,0.47257736115590876
46,NGA-KEN,NGA,Nigeria,Sub-Saharan Africa,Lower middle income,Low,No,KEN,Kenya,Sub-Saharan Africa,Low income,Low,No,Mobile Wallet,Bank Branch,1-2 days,High,ATM,2024-06-28,1877,25.16,ZAR,28.81,78.4512,0.013,0.0283,1916,151.74,EUR,35.5,36.339,0.0201,0.0386,0.0113,Opaque,Correspondent path uses two intermediaries,,0.615,0.067,0.841,1,0,0.3246,0.3869362122670471,0.1947797928812049,0.1882177493473144,0.4691916912827258,0.470503852575353,0.4079219996376785,0.4422120719678471,0.3917098046434005,0.2852288383628766,0.2566034329517224,0.4935014306117217,0.3025952666861961,0.3989903306857366,0.7543100325085409,0.5234986764790772,0.4067116978895651,1,1,4,1,1,0.174,0.0182,100.86,0.563618694992635
47,EGY-IDN,EGY,Egypt,Middle East & North Africa,Lower middle income,Low,No,IDN,Indonesia,East Asia & Pacific,Lower middle income,Medium,G8G20,Bank Transfer,Online Portal,1-2 days,High,Home Delivery,2023-07-21,1890,39.78,INR,25.1,34.2157,0.0092,0.0225,1947,2242.45,CNY,18.09,28.6807,0.0171,0.0264,0.0062,Transparent,Correspondent path uses two intermediaries,,0.566,0.089,0.629,6,2,0.2634,0.380723568117665,0.5179229180734617,0.5498569333355092,0.5017244078021756,0.2290950922402025,0.2764507639917158,0.3650217706765185,0.3531309260253,0.4121190824562947,0.2629107424215841,0.4924120117372493,0.3293540481176013,0.2766178636409662,0.7187993316217867,0.2892120104666914,0.1877978473260399,0,0,2,2,1,0.199,0.01,53.25,0.5947233474848255
48,CHE-UKR,CHE,Switzerland,Europe,High income,High,No,UKR,Ukraine,Europe & Central Asia,Lower middle income,Low,No,Bank Transfer,Online Portal,1-2 days,Low,Agent,2022-04-05,939,51.15,INR,6.22,15.4047,0.0093,0.0159,939,27.78,PHP,9.46,49.5597,0.0162,0.0263,0.0029,Transparent,High AML checks required,,0.428,0.046,0.37,2,7,0.1807,0.6328952096427201,0.9264370155929408,0.6360721333401669,1.0,0.9091981481057066,0.8521803348433848,0.7369970663782544,0.8340371855290789,0.6809234608514672,0.7646411777574433,1.0,0.8084728120330421,0.8879127991542811,0.2343811710151064,0.7958013811403647,0.9624960762762612,1,0,3,0,3,0.085,0.0193,60.41,0.3768546671462699
49,CHE-IND,CHE,Switzerland,Europe,High income,High,No,IND,India,South Asia,Lower middle income,High,No,Remittance Service,Mobile App,Instant,High,ATM,2024-03-01,14167,2428.94,GBP,144.19,63.8717,0.011,0.0212,13749,877.99,EUR,143.3,3.5884,0.0274,0.0378,0.0023,Transparent,Standard corridor - no special restrictions,,0.558,0.01,0.026,4,2,0.1463,0.6747639530654679,1.0,0.834930232254657,0.7125039868926879,0.9258889286866624,0.9467065339552077,0.9146171954660636,0.5615730336131453,0.6627435389010158,0.7202977637338195,0.8610679885079945,0.8944806517060814,0.7713241201119905,0.3102413230452121,0.8456237421207157,0.8232702894340588,0,0,4,1,2,0.002,0.0188,91.19,0.2912341947482154
50,ESP-KEN,ESP,Spain,Europe,High income,High,G8G20,KEN,Kenya,Sub-Saharan Africa,Low income,Low,No,Card Transfer,Mobile App,Instant,Very High,Home Delivery,2024-03-31,670,52.17,USD,7.28,80.4468,0.0087,0.0196,662,30.06,EUR,4.34,2.6451,0.0225,0.0291,0.0134,Opaque,Standard corridor - no special restrictions,,0.234,0.067,0.705,1,1,0.2122,0.8171748537517247,0.9296936870665546,0.8500706585458685,0.8351016095074124,0.8415801146249623,0.630684687978081,0.8915541862959102,0.7749225224595734,0.7825894604634448,0.5967901709015628,0.7402732151510085,0.9463783423999484,0.7452533815372014,0.0682199163152851,0.8033982051356554,0.7535707367394894,1,1,2,0,3,0.12,0.0173,15.12,0.03843518135647192
51,EGY-IDN,EGY,Egypt,Middle East & North Africa,Lower middle income,Low,No,IDN,Indonesia,East Asia & Pacific,Lower middle income,Medium,G8G20,Remittance Service,Online Portal,1-2 days,High,Mobile Wallet,2021-07-28,3221,1558.31,USD,21.3,9.2972,0.0074,0.014,3270,168.25,AUD,42.37,8.9028,0.0169,0.0299,0.0034,Opaque,Correspondent path uses two intermediaries,,0.635,0.078,0.996,5,1,0.3482,0.4625940567171197,0.3380746326139151,0.361534493232918,0.3245269653553949,0.3978604527081221,0.3928993451837633,0.4666560525960455,0.2925501654003827,0.5006907350688224,0.2426471237336595,0.4475754027006369,0.367232273007099,0.5236373461224479,0.5264134268186111,0.5238213447362361,0.1717327552355633,1,1,2,0,1,0.004,0.01,42.1,0.6888900763273754
52,NOR-DEU,NOR,Norway,Europe,High income,High,No,DEU,Germany,Europe,High income,High,G8G20,Card Transfer,Correspondent Bank,Instant,Medium,ATM,2021-01-26,808,33.94,ZAR,4.03,75.9308,0.0188,0.0238,834,30.14,NGN,6.82,50.3799,0.0035,0.0117,0.0153,Transparent,High AML checks required,,0.138,0.107,0.009,7,2,0.0472,0.7820460319043111,0.9067556954748124,0.7598740787130509,0.9078576450078422,0.7879253859879554,0.9991216928222696,1.0,0.7064593727472409,0.6965396974319074,0.924406137254124,1.0,0.7572567967416078,0.6995775819484972,0.1838141530632608,0.6386659386758868,0.6397617664218962,0,1,2,1,1,0.023,0.0028,33.54,0.203790126350042
53,DEU-AUS,DEU,Germany,Europe,High income,High,G8G20,AUS,Australia,Oceania,High income,High,G8G20,Remittance Service,Online Portal,Instant,High,ATM,2025-05-06,2141,34.98,PHP,20.79,12.3396,0.0098,0.0195,2225,34.72,CNY,34.29,36.4305,0.0249,0.0403,0.0147,Transparent,Prefer local bank transfer where possible,,0.257,0.057,0.168,8,1,0.1149,0.6295031079897518,0.7078642921875047,0.7458378135135862,0.8081057679043825,1.0,0.7101975151113451,0.95811868781719,0.7243213386929389,0.7440643548417081,0.8309783390599924,0.7352733574125242,0.8658891695420862,0.7699742649855668,0.0909058483190221,0.8347002372689383,1.0,0,0,4,0,3,0.082,0.0044,7.3,0.16876935996328496
54,AUS-SWE,AUS,Australia,Oceania,High income,High,G8G20,SWE,Sweden,Europe,High income,High,No,Cash Pickup,Agent Network,1-2 days,Medium,Mobile Wallet,2025-03-17,1960,998.95,USD,29.62,47.328,0.0128,0.0279,1990,29.94,CNY,43.83,51.2437,0.0179,0.0399,0.003,Opaque,Correspondent path uses two intermediaries,,0.427,0.065,0.845,8,1,0.2883,0.6734712018898421,0.7362803653997819,0.6752231368290282,0.7133427457007695,0.7735135447232179,0.9726819837329062,1.0,0.6815104447500628,0.6501173312274926,0.8065698667663684,0.8037332346862834,0.8959518181306614,0.774350762502156,0.3318892937996678,0.9857006241596076,0.9655053207714626,1,1,4,1,1,0.109,0.013,82.85,0.32340115466090413
55,SAU-IDN,SAU,Saudi Arabia,Middle East & North Africa,High income,High,G8G20,IDN,Indonesia,East Asia & Pacific,Lower middle income,Medium,G8G20,Bank Transfer,Bank Branch,2-5 days,Medium,Mobile Wallet,2022-11-29,1097,79.96,KES,11.06,62.8638,0.0109,0.021,1069,33.99,GBP,8.53,24.8946,0.02,0.028,0.0038,Transparent,High AML checks required,,0.436,0.017,0.775,5,7,0.2667,0.4764653571418737,0.553475812807682,0.5843038468869887,0.6201348147984431,0.7290253127207397,0.871224544651962,0.6187663327007141,0.4542043306553855,0.3844816926382568,0.4622883952069697,0.6660247632551444,0.8353469436221346,0.4878866441156594,0.3231454458033321,0.5980292524712698,0.6926071928137701,1,1,1,1,1,0.07,0.0084,86.35,0.5737199426995141
56,ESP-UKR,ESP,Spain,Europe,High income,High,G8G20,UKR,Ukraine,Europe & Central Asia,Lower middle income,Low,No,Bank Transfer,Bank Branch,2-5 days,Medium,ATM,2024-11-15,1417,24.12,GBP,16.75,4.8455,0.0024,0.0142,1416,29.53,ZAR,22.09,9.5076,0.0078,0.0234,0.0113,Transparent,Correspondent path uses two intermediaries,,0.3,0.129,0.391,8,2,0.157,1.0,0.7362957472495616,0.6912672668978134,0.9052993052482888,0.9318269787551572,1.0,0.9100713822391155,0.7068849491055529,0.8208785796830771,0.8830444296699489,0.9684578617436836,0.8808728837328758,0.8780009627506985,0.0096845291465192,0.9658590789245032,0.8278451865107571,1,1,4,1,3,0.145,0.0029,60.67,0.3617536142939438
57,RUS-NOR,RUS,Russia,Europe & Central Asia,Upper middle income,Medium,G8G20,NOR,Norway,Europe,High income,High,No,Bank Transfer,Agent Network,1-2 days,High,ATM,2023-12-24,3185,49.72,CNY,26.48,59.2019,0.0131,0.0214,3141,403.69,AUD,14.82,78.013,0.0041,0.0088,0.0084,Transparent,Prefer local bank transfer where possible,,0.51,0.074,0.547,6,3,0.2265,0.5299458303619775,0.6176056423719988,0.6947810759810029,0.4819677194815317,0.6942407970647482,0.5827993425207167,0.6434493787521781,0.7034142235128759,0.5729318881623885,0.5555723857787379,0.5068172630824097,0.7095504279232666,0.6274581017369291,0.0904094332033447,0.56306661180564,0.5762980393196727,1,0,4,0,1,0.014,0.0096,43.97,0.3492938972132834
58,IRL-VNM,IRL,Ireland,Europe,High income,High,No,VNM,Vietnam,East Asia & Pacific,Lower middle income,Medium,No,Bank Transfer,Online Portal,1-2 days,Medium,Branch,2025-04-10,2966,53.41,USD,25.62,41.8564,0.0132,0.0218,2883,36.48,GBP,36.67,15.7586,0.0132,0.0259,0.0157,Transparent,Prefer local bank transfer where possible,,0.37,0.083,0.362,3,7,0.1703,0.7799260420452906,0.989294393571617,0.7385645361135658,0.8134825830924407,0.9229475811659846,0.8523930947787629,0.7864279662539366,0.7732907991477969,0.8788358099831727,0.6268181640706728,0.8859563608976251,0.7359855022072993,0.8934055954709811,0.332782428574053,0.7329293783274095,0.7952654250077424,0,1,4,1,2,0.036,0.0003,99.55,0.21289451489785424
59,ZAF-IRL,ZAF,South Africa,Sub-Saharan Africa,Upper middle income,Medium,G8G20,IRL,Ireland,Europe,High income,High,No,Mobile Wallet,Correspondent Bank,3-7 days,High,Branch,2022-04-11,1752,25.38,CNY,21.1,71.8644,0.0147,0.0267,1671,34.88,USD,14.93,19.9357,0.0057,0.0146,0.0189,Opaque,High AML checks required,,0.311,0.074,0.774,6,5,0.2377,0.5378628835081208,0.3921099686712414,0.2833760567968161,0.6057388483328708,0.2762383319500506,0.1661432852055901,0.4928017340063998,0.2897534930776866,0.2274520619443144,0.4350027736759224,0.4992560856525438,0.3523105643115926,0.1963634721594926,0.4453051206063827,0.4780241413550393,0.338098896346474,1,1,2,0,3,0.174,0.0147,24.53,0.6897516117684277
60,PHL-IND,PHL,Philippines,East Asia & Pacific,Lower middle income,Medium,No,IND,India,South Asia,Lower middle income,High,No,Cash Pickup,Mobile App,1-2 days,Very High,Agent,2024-07-30,386,14.94,PHP,8.72,52.5404,0.0114,0.034,376,154.11,CNY,8.02,79.8512,0.0184,0.0397,0.0186,Opaque,Correspondent path uses two intermediaries,,0.247,0.055,0.253,8,3,0.1368,0.5715964395257198,0.2715898280408616,0.1669369794890313,0.2969710316142506,0.4445296780373402,0.459200733918723,0.4110516730572404,0.3922466475817155,0.1998152690971467,0.5232517524887911,0.4601418585928917,0.5540754997905752,0.3911270415653244,0.495189613701546,0.4683720736278644,0.4037250272020777,0,1,3,1,2,0.036,0.0015,80.2,0.7670654152546831
61,POL-IND,POL,Poland,Europe,High income,Medium,No,IND,India,South Asia,Lower middle income,High,No,Mobile Wallet,Online Portal,2-5 days,Medium,ATM,2021-08-22,1266,37.24,INR,18.18,62.8257,0.0079,0.0223,1248,53.48,CNY,12.32,25.538,0.0004,0.0103,0.0015,Opaque,Requires documentation for large amounts,,0.189,0.09,0.67,2,5,0.1881,0.6271267311841053,0.7594983036158919,0.5735825403641764,0.6650804509106215,0.6392317166855328,0.8028140658539367,0.5588329237528876,0.7661128519492979,0.5451810459226788,0.3783069877458342,0.6853725297892947,0.5382738011030144,0.6508772258786469,0.4283148775162868,0.5464579880142265,0.3232551122865363,1,0,1,1,1,0.16,0.0126,116.37,0.3924990914585652
62,MEX-GBR,MEX,Mexico,Latin America & Caribbean,Upper middle income,Medium,G8G20,GBR,United Kingdom,Europe,High income,High,G8G20,Mobile Wallet,Bank Branch,1-2 days,Very High,Mobile Wallet,2024-02-17,934,12.35,CNY,15.81,14.6144,0.0067,0.0236,980,51.8,USD,11.43,51.8538,0.015,0.0267,0.001,Opaque,Standard corridor - no special restrictions,,0.361,0.054,0.592,7,1,0.2158,0.4957232416901108,0.3091344808045253,0.3599316611817132,0.6712497587373157,0.7442960190380998,0.6810549074141957,0.5239628628244944,0.5442746372629624,0.5495676953091319,0.4109962372968949,0.8504077962120581,0.7252834748690806,0.5234842991404404,0.3467736993206562,0.6250059369537064,0.3049918157890852,1,0,3,2,1,0.014,0.0159,28.82,0.42772092280034196
63,SAU-NOR,SAU,Saudi Arabia,Middle East & North Africa,High income,High,G8G20,NOR,Norway,Europe,High income,High,No,Mobile Wallet,Correspondent Bank,1-2 days,Very High,Mobile Wallet,2024-03-10,1086,213.0,CNY,14.73,82.3892,0.0171,0.0307,1107,86.93,AUD,9.65,69.4379,0.0078,0.0165,0.0051,Opaque,High AML checks required,,0.704,0.098,0.549,1,5,0.2742,0.5203387140975284,0.5181618902402643,0.4298055988126101,0.5462679648536855,0.8657223832219427,0.7069011433520411,0.5714585212260644,0.6187099337627391,0.7179226523903203,0.6609560419495323,0.677155644390421,0.5423675866753312,0.6337867976336309,0.30278175374939,0.707423186403328,0.6262206162018364,0,1,3,2,3,0.102,0.0027,114.22,0.31723980311927663
